fixation_duration_mean,fixation_duration_std,fixation_count,saccade_length_mean,saccade_velocity_mean,regression_count,reading_time_seconds,blink_rate,subject_id,label,data_source
251.75943938649374,28.659214563227795,100.7746452651759,8.857034322005223,34.36100382374128,9,84.0845263693985,0.1709778543260871,1257,0,real_anchor
177.80087415677275,31.934394077919944,64.27200887917154,5.045132379842741,18.78789809118065,6,83.30487539028836,0.11769699820485832,1003,0,real_anchor
326.27481576935514,60.85259742196294,59.56679670098596,5.95207353741051,32.49206937090727,10,91.99372967739444,0.12641216270490824,1417,1,real_anchor
286.73105940151675,69.43469711323657,96.96049802093972,6.476911963332917,34.18094236750054,9,93.60262081281898,0.1406870775002393,1040,0,real_anchor
177.69306462403898,85.275791929623,93.86353152193152,5.342955739584667,18.226985209098654,10,111.0020448299557,0.1620441177668846,1582,1,real_anchor
163.3801271225725,73.88116314355867,79.20071123532819,9.004688303017828,27.69932634785036,6,104.04140020556468,0.07909592565627105,1209,0,real_anchor
242.0312221742007,48.173189134259715,74.08548322444499,8.214796242906674,32.846020430495635,8,61.48824995270517,0.2629253390517972,1095,0,real_anchor
217.60665742110297,61.646412894764424,86.33943695317399,9.573576782652664,31.367267588493707,3,63.55022064934491,0.24711010412432788,1380,0,real_anchor
284.0759363372641,96.38857906124875,142.71548600047873,5.637340345275169,23.954801699375114,13,84.50152389811248,0.2481629210133257,1312,1,real_anchor
188.0825839834531,50.88502958643451,94.08326275357896,6.116897560159805,30.275582123538275,3,92.97924130829574,0.08474897613145235,1145,0,real_anchor
283.3668886174556,68.50583046382046,85.8754942369941,6.91944001130315,29.236158352551804,5,109.96098656712157,0.19130115945783674,1345,0,real_anchor
277.77855644859216,42.77570335546702,63.0730024265289,7.712244545161076,32.06793758471728,7,62.98782816441678,0.17837758456987413,1090,0,real_anchor
288.63168836586686,73.64976152900334,71.45824343768672,6.200174709371309,36.3004438109521,10,85.80543053296581,0.20655273745224317,1929,1,real_anchor
296.9982663832418,49.22002843803843,77.35599436409339,5.456540277203277,13.033390913480918,8,81.53785337287518,0.21497991602262664,1058,0,real_anchor
310.7130138238625,54.495688151452086,113.60165367872366,6.0538326287673865,24.34204814843221,4,90.10172399969036,0.21812226857167663,1859,1,real_anchor
187.7389145414219,69.20036705806838,135.96617775307695,7.687988161236139,32.23558694960713,4,96.84928767535736,0.18440085417826013,1322,0,real_anchor
305.28129312453746,71.20374617533736,118.38713755829504,10.179705863807666,28.071957927809695,10,41.95734502514288,0.2182143770023326,1729,1,real_anchor
232.26145695440505,82.28736473073681,140.5512272865995,9.090635839178839,23.39659793075097,12,76.15907887399453,0.20044748448012634,1009,1,real_anchor
333.3147665719,93.05717315483591,102.01831443798204,4.449486304050007,13.702947522649922,8,77.2220079849253,0.07298333221714899,1693,1,real_anchor
282.2540748957561,92.27021704868872,84.19146207315737,5.411448285366401,28.29596838599877,12,40.31145570273252,0.18501726464463342,1350,1,real_anchor
224.83257000501067,73.30385750637409,64.90696418195833,4.812148596877094,43.091451499149294,6,50.8726773351487,0.1066284824690525,1187,0,real_anchor
197.54887505778322,55.73483385628326,71.14412232207042,6.295798076262073,20.262970165587035,7,52.03625321969777,0.06320954254159879,1398,0,real_anchor
352.23977362707166,72.26413882298446,170.3402130433143,6.4365285061035795,32.046796095887316,11,91.17348829154807,0.2809089971580494,1166,1,real_anchor
226.50087848621587,56.16648114915282,68.64394634016597,9.349951155509997,28.700323438139744,4,100.71118139984632,0.24373972045314224,1314,0,real_anchor
211.44196978102912,19.191308018965316,111.80071929714497,6.060557475835865,30.57072957919807,10,68.11854437142314,0.22155323601773674,1073,0,real_anchor
265.63265472314737,48.71641313426899,91.52389336973732,4.787951051884747,18.629710425072357,16,71.26047071349231,0.19531280501135248,1571,1,real_anchor
314.2770052054342,51.577908915848745,139.22089833473035,2.249608649444287,23.658806793508862,11,94.6330910108753,0.2610375072571594,1115,1,real_anchor
305.0994235400243,59.06332296516592,125.00872511875244,5.623467935073657,35.100312162892706,9,121.18016691459238,0.18072319083610952,1300,1,real_anchor
307.70029363777934,91.19480721463904,110.92741466088965,4.093895499838743,30.078586693913948,10,72.57698841324228,0.19216783661386674,1349,1,real_anchor
258.69515516543356,37.1739817267186,88.94017432047872,6.399952973477674,43.12618123786961,3,52.14620278588524,0.07439171777228104,1235,0,real_anchor
402.79061804787534,73.30226125709403,97.97551991883586,4.409336677115101,34.24188322284385,9,109.40517502258136,0.20381947826993038,1626,1,real_anchor
262.64717409884616,111.8822508490795,126.5978772385341,5.739753657770653,29.073606752507033,9,90.68313322246078,0.18362315570546503,1113,1,real_anchor
206.82664990106545,49.8059286655872,78.17042951113972,4.311861734693727,43.20754168317455,4,89.53963257702739,0.06184087298993214,1271,0,real_anchor
240.24249994636673,98.962858074743,83.13425014205154,3.4060230828353166,29.072952111168092,11,95.67247699691288,0.1769281732910042,1082,1,real_anchor
268.87886824165224,36.526793359772824,56.7736230676899,10.919720090448106,36.79591723757941,9,90.83992755414961,0.1352162261685915,1160,0,real_anchor
347.093476099649,77.27493616904451,119.4872858607751,3.7113816118341476,23.92400332525704,7,71.15812526302462,0.2878536699986784,1421,1,real_anchor
228.73288982898188,36.14949273705663,131.0563726666713,5.435464516627112,31.465820711014434,7,73.70996838108158,0.19365279971080457,1033,0,real_anchor
188.79139376706095,50.202239254287065,94.1597819529094,10.422752998146233,26.11803323689806,6,68.94343965528424,0.14068672634548798,1189,0,real_anchor
189.65353313698182,77.3270871615201,86.91540352114305,12.238614187708691,37.927087542163974,4,44.818617821500865,0.15492723858806498,1075,0,real_anchor
320.78260333035854,42.27163026657598,122.43147962966611,3.9083367309969193,17.751874638195943,10,58.476529251151476,0.18265274268625187,1591,1,real_anchor
275.87897941618934,67.99174380155472,123.95604528437744,6.673976773460348,36.47645239692363,8,90.45797684659189,0.12782516091226714,1065,0,real_anchor
314.87348475678573,87.46791885364239,120.70394503546026,6.480644436598866,24.665442597463883,9,87.57714282676852,0.11505436815670278,1021,1,real_anchor
248.3969660991218,68.33455101897373,104.31589199832283,8.838785995489507,34.19872965427123,9,71.46527324046409,0.17093688734358423,1879,1,real_anchor
297.7688727686696,48.74066934906554,143.7635064615571,4.222342966671997,31.256082921118818,10,93.69170551384002,0.1352341046008492,1996,1,real_anchor
291.41771950274006,83.658978677419,126.14766740000195,5.483027661898414,38.74452310352761,14,123.07245257638326,0.10498106766461121,1993,1,real_anchor
247.02787282009572,45.82166769153255,129.92965579189578,8.621473879304965,36.11542283797051,9,19.26229171107385,0.1706733088728521,1186,0,real_anchor
282.92858278715045,63.35155286115819,94.76409536776956,8.039102326593252,19.995718210427313,3,38.08067144232017,0.1634758795959941,1284,0,real_anchor
297.29775518260755,82.50259934703918,83.16380517526699,5.260534678908831,25.531327789712595,16,73.85072539451357,0.07279754931791532,1134,1,real_anchor
272.3402459689542,94.84091450038105,54.42786081961271,7.07250096032273,22.79594965183629,2,109.0682928012879,0.13263892175029238,1274,0,real_anchor
288.716848821889,76.49482056812045,157.9241262380125,3.5626771257710312,22.37204110343608,8,102.78208759006311,0.2397420831539954,1405,1,real_anchor
250.90156692794912,34.459557669697105,134.8153087403657,6.895104635243069,41.57859903293705,13,92.41561377106945,0.20355342433377926,1263,0,real_anchor
319.72085242111973,86.12333960399528,110.33250045465238,5.447141266984777,30.46273667628387,9,68.63613794097047,0.24155021057311432,1744,1,real_anchor
204.85642990793835,87.0599237313506,105.03712965046432,6.294688812364636,21.107486999948776,10,69.13113899350736,0.1823347924140876,1869,1,real_anchor
217.41808310034844,89.26131423053005,127.99755159829726,6.355943728007673,23.903978434917207,5,84.74752920134505,0.08929728032185094,1109,0,real_anchor
209.12950401389625,77.2075586560353,61.21681226686931,8.101615488326736,31.229474650133824,3,75.39858394245071,0.07497807035851638,1377,0,real_anchor
249.8617183466162,90.20803436043872,91.73709750714852,7.6216168902937085,17.484078954332105,14,109.16973165273905,0.20067629428502143,1913,1,real_anchor
269.8671761825324,115.65596649804992,131.72649666191515,6.164229857036393,21.302018058223933,8,91.49589621771715,0.20275680206190977,1858,1,real_anchor
367.22177211789176,54.658449750574434,104.74026680565066,6.497985894278647,28.184066300858706,15,102.67544943491104,0.25723986669630394,1038,1,real_anchor
187.37928863687162,43.2857147467558,89.86683146527815,7.3903640908823744,39.08718425274687,6,77.79485803772262,0.20599877902052502,1318,0,real_anchor
338.2553095025314,60.68875334767293,110.75048463836268,5.900143468255404,30.26133030557108,14,114.6664173380382,0.17206628060812967,1174,1,real_anchor
192.44216256113074,73.03437452741734,123.77693826877227,4.67335134297716,9.960973439813301,14,115.36819876666729,0.10534764726834783,1903,1,real_anchor
216.58132335078238,26.3362186062049,126.59452839415664,7.838040244844623,33.13056710321182,5,35.12307213459752,0.12085360417934615,1016,0,real_anchor
293.9514185807753,96.6084717767313,117.35520757944539,5.734612782697068,26.504235012628044,9,42.06555467181947,0.19303387168863148,1476,1,real_anchor
267.2422282247603,52.88887796672821,106.74240862519831,10.858386125182012,33.89723199760885,9,98.04188954363617,0.12787500527663576,1255,0,real_anchor
