stroke_irregularity,letter_spacing_variance,baseline_drift,letter_reversal_count,word_alignment_error,pressure_variability,label,data_source
0.4436503458229424,0.28827506464267105,0.6466840950415086,2,0.4617261219722019,0.5194436392495007,1,synthetic
0.6427748611825577,0.4186049621661179,0.38860851886158876,0,0.3100380565998122,0.6284575344267849,1,synthetic
0.3598959168785952,0.17340715909269636,0.26218453674205977,1,0.3338956391331403,0.597530280395159,0,synthetic
0.28876404059940697,0.40173011634101274,0.25599702359170895,0,0.19054374107233846,0.3943972353790902,0,synthetic
0.46352883877774537,0.6141528572380012,0.2992954848318134,0,0.3631653874180251,0.4344296375781855,1,synthetic
0.9807645069635027,0.4034568994586776,0.4430973789778459,1,0.4794302547772838,0.6201918218937487,1,synthetic
0.3404784124731447,0.28356799172116304,0.46709312410275544,1,0.028230316542161016,0.24224462243919948,0,synthetic
0.16145218688280985,0.05984602730424504,0.3132273345311386,0,0.44761362178062775,0.1953327505615359,0,synthetic
0.4752667810401141,0.46079240697442286,0.2915514141017017,1,0.42371059791410387,0.2636127579260977,1,synthetic
0.5722648240785679,0.5858574660983284,0.26218248236690905,0,0.5665227471414552,0.29088202476994385,1,synthetic
0.46200005489247276,0.4354913045459744,0.5130686482247581,1,0.1001954316395536,0.21449767814260196,0,synthetic
0.463219478258797,0.22017340856321604,0.26735533856428184,0,0.11998853387633489,0.17510943252187805,0,synthetic
0.6814921827664788,0.6772596804738528,0.38936257120177353,2,0.24895297119202442,0.5538531138324605,1,synthetic
0.4832709540044005,0.31780313098811397,0.4416411529144195,1,0.4325386974464291,0.34208374438463507,1,synthetic
0.43106606652523183,0.14533210811986905,0.07317691439557353,0,0.248577829249372,0.0,0,synthetic
0.24859108038341324,0.4193526611893027,0.47923332093162685,4,0.17962646349994651,0.19385235155747482,0,synthetic
0.28705355254789827,0.5539569719988546,0.2249725887379559,0,0.10817100492491366,0.2739396493190013,0,synthetic
0.44234365382496105,0.5990804783457174,0.671436213883379,1,0.23534248493499052,0.42523707169792485,1,synthetic
0.2017416718102596,0.3143520658852383,0.2872312400226241,0,0.23369709293881472,0.5527334551032859,0,synthetic
0.7396314233287012,0.22267427548689078,0.6801344764395816,0,0.339473718653482,0.424104041699519,1,synthetic
0.6832917551468332,0.24685741215391288,0.515937229866032,1,0.3108710909934259,0.6333292848478878,1,synthetic
0.7264998054967194,0.5481173351654217,0.5994525728016706,1,0.6011216331971092,0.5073424360446793,1,synthetic
0.5858969599036444,0.4798712262600356,0.5806730264523672,2,0.38929766183494463,0.5040773384058362,1,synthetic
0.696521154829772,0.3751830744987035,0.5672607492752759,1,0.5651055814105003,0.3930467595612748,1,synthetic
0.11580658930361826,0.3291745613162071,0.3287108268055795,1,0.17067721625124943,0.3317704287786926,0,synthetic
0.7094631277068032,0.5461183914510934,0.4474008997438181,0,0.4318209168938254,0.4028865422343616,1,synthetic
0.6065679745007545,0.6622182215956383,0.7481608568202005,1,0.3927881178866765,0.5338034039956399,1,synthetic
0.47406644002237486,0.33912431962177814,0.15302882208657392,0,0.019309099762644027,0.30692505143268367,0,synthetic
0.6370034948572919,0.7019752115668139,0.48060306992804236,1,0.5856839798143088,0.37775208935317595,1,synthetic
0.231941726819467,0.3211191641368339,0.2820840225290634,1,0.22243003108578593,0.47886520755808337,0,synthetic
0.155294033691343,0.30385310072697297,0.33634170546809306,0,0.33703436855228486,0.39975766720299954,0,synthetic
0.47319187507255545,0.6790037060746056,0.4198738295747698,1,0.3022362660799973,0.4472712172200852,1,synthetic
0.4647375921909368,0.18301827679419916,0.3240644827825423,1,0.21857023039463058,0.3603690265849434,0,synthetic
0.4835137122763093,0.7140226434572626,0.25636203807158475,0,0.12730919320996387,0.32826484698972513,0,synthetic
0.17480865839272058,0.372536046943343,0.058526647558694106,0,0.40067980275924114,0.21853726878314167,0,synthetic
0.4328350948797678,0.5833160953972742,0.4813373200759585,5,0.44048321516858785,0.519869472062963,1,synthetic
0.4715146471088741,0.6035134363561637,0.3259208533757787,2,0.4477169584685155,0.4230583543269676,1,synthetic
0.5264042409599776,0.7927991065464299,0.2371859932571538,2,0.5765639391236472,0.3777092630131861,1,synthetic
0.3756923753721021,0.6409510376341649,0.4991622648965139,1,0.5503243685968731,0.28281257376268654,1,synthetic
0.16669223507898012,0.09529216293945067,0.34830366788273937,1,0.3394945296977171,0.28979497050459174,0,synthetic
0.4567247055388669,0.7264858538674507,0.5537377258946407,3,0.21517544488512985,0.5893758923417213,1,synthetic
0.39293807543375087,0.27227447887769757,0.3594038989827572,1,0.14956171446283112,0.24274769052695966,0,synthetic
0.20291084903697643,0.3350017101975053,0.009437537068314517,0,0.10949454231852412,0.6928992169021158,0,synthetic
0.5626294735042351,0.3509044438954627,0.2894576300929542,1,0.49457938017135394,0.6339959915113825,1,synthetic
0.7387829224212723,0.6036682825373454,0.756293001153914,4,0.4221847524275067,0.692606218572467,1,synthetic
0.38473303938797343,0.4388075993905427,0.3333907735892149,3,0.2192333836280227,0.6213340216903263,1,synthetic
0.3490331362384191,0.33402374931908635,0.36551774435913653,1,0.2154632523085404,0.5994010964914003,0,synthetic
0.5337135100626159,0.28022613924949036,0.18382873296678157,3,0.045765396356558796,0.22981972231384412,0,synthetic
0.3172597414454286,0.5895017922430192,0.29115418349745903,1,0.2330896565509312,0.0,0,synthetic
0.29394954637123716,0.5975164420203826,0.19134441168169686,1,0.024801574481665978,0.2775424148305964,0,synthetic
0.5545243721459711,0.3265118438300638,0.3586157616467503,2,0.30874757413999965,0.4181506005766553,0,synthetic
0.33406968815426785,0.32895687959163966,0.2991483764243379,0,0.28913514138442953,0.361212376044717,0,synthetic
0.7456742537808352,0.4777179847110679,0.41723943168980726,2,0.6480333041350946,0.5485661655354898,1,synthetic
0.4443448086690798,0.4748408808103901,0.13297590324470057,0,0.35022352763465453,0.5249274003737822,0,synthetic
0.3285733020635245,0.2739512181533272,0.3174883876489516,0,0.18502114674307463,0.39348806042475,0,synthetic
0.45195357958962956,0.2610127815496021,0.1102193681340374,1,0.3463491121256832,0.45184780986274303,0,synthetic
0.4280674270769057,0.45700300091309504,0.3398473458969174,0,0.05830369547712677,0.20846121614061378,0,synthetic
0.7331324231503711,0.4546381266556691,0.847707887265166,2,0.2748785615214589,0.3566448835097549,1,synthetic
0.2977481693202472,0.3147142951772057,0.46902380717668174,1,0.2833085291697643,0.5659759492234283,0,synthetic
0.386180910017243,0.098616490588461,0.38056870416518285,2,0.0,0.35412621492058954,0,synthetic
0.3707726480593044,0.4185866483172434,0.2680149783162393,1,0.2351690979585952,0.2527479143175411,0,synthetic
0.4856222212459677,0.5917213714854617,0.00857463221950644,0,0.10736577202460529,0.25300477090340345,0,synthetic
0.4262231208333736,0.6309715521919709,0.29487990457397417,0,0.4131699171699243,0.41912276297064394,1,synthetic
0.7325465572356784,0.7346518834566227,0.6595909998543799,2,0.25989427345385574,0.41074573705358214,1,synthetic
0.44994931582556247,0.20154570093517366,0.16943414878253082,0,0.29515225786917454,0.16035930763548764,0,synthetic
0.18246123895505806,0.3530853994839481,0.18210470625703348,0,0.24251256507676064,0.12994114368912882,0,synthetic
0.561239423822075,0.18795761058828545,0.25680893340423705,1,0.422047569194573,0.31269938712838136,0,synthetic
0.7151139621196596,0.288112823618612,0.13131352376148236,2,0.24087548943321085,0.2569903781551441,0,synthetic
0.7302750954324111,0.6381096068293507,0.3082523771627709,2,0.3000764353550094,0.6650022999620614,1,synthetic
0.5940477150839704,0.33425488583446183,0.272933629810601,1,0.20790483874245322,0.3810307314573683,0,synthetic
0.5928057072403882,0.33223025683582896,0.3551858763459149,4,0.2252492683878249,0.5471444752109177,1,synthetic
0.1307742620392235,0.1358959252247145,0.17625739883095473,2,0.2927978431117072,0.2359631429423769,0,synthetic
0.30338193232487126,0.3366370495912917,0.3706332563394191,2,0.4766805320209854,0.49305602179080343,1,synthetic
0.6182623065801637,0.5988033625915427,0.5531304299368256,2,0.7209954847700664,0.5605401545084017,1,synthetic
0.49120317884050296,0.8189452349919336,0.44750240333064994,5,0.3191613212214274,0.6102674035597746,1,synthetic
0.24281355825089732,0.5107441541600298,0.25499992449486053,1,0.20518670542222622,0.32685514428742884,0,synthetic
0.5705879974046987,0.264562072119551,0.5635724256232436,4,0.325151391823032,0.6610773291053893,1,synthetic
0.6723377931791932,0.7289506313297698,0.46011445484738833,2,0.42757478114705916,0.5111185032471119,1,synthetic
0.3620863679856779,0.6610960583820507,0.44104447241599576,4,0.44961976948234983,0.6209985965924751,1,synthetic
0.31266835695794226,0.10365800762597391,0.34586304977982396,1,0.2330612702242936,0.27142069079751896,0,synthetic
0.8064806024680472,0.4875517736605304,0.5735476980980683,2,0.5412223691934942,0.25623762868039013,1,synthetic
0.21870674296679382,0.47337313760941335,0.25940971006879543,0,0.1597926645118789,0.3775702583225932,0,synthetic
0.5104641780747434,0.39706069153087,0.2912850885868731,1,0.3682026262257926,0.44154536884052764,0,synthetic
